sym,tf,side,score,score_trend,score_smc,score_osc,score_liq,ep,sl,tp1,tp2,sl_pct,rsi,in_kz,regime,entry_ts,exit_ts,exit_px,exit_type,tp1_hit,outcome,pnl,pnl_pct,notional,balance_at_entry
XRP/USDT,2h,SHORT,12,0,3,1,8,0.6298,0.663,0.59,0.5634,5.272,44.8,False,RANGING,2024-03-26 18:00:00+00:00,2024-03-28 22:00:00+00:00,0.6247,TIMEOUT,False,WIN,1.72,0.81,212.53,1062.63
XRP/USDT,30m,LONG,12,1,3,0,8,0.632,0.6245,0.641,0.647,1.187,42.0,False,TRENDING,2024-03-26 19:00:00+00:00,2024-03-27 07:00:00+00:00,0.6245,SL,False,LOSS,-2.39,-1.19,201.11,1005.57
DOGE/USDT,30m,LONG,14,4,1,2,8,0.1767,0.1734,0.1806,0.1832,1.849,44.9,False,RANGING,2024-03-26 19:00:00+00:00,2024-03-26 21:30:00+00:00,0.1832,TP2,True,WIN,7.42,2.94,252.01,1260.04
LINK/USDT,30m,LONG,15,5,2,1,8,19.65,19.43,19.93,20.11,1.15,41.1,False,TRENDING,2024-03-26 19:30:00+00:00,2024-03-27 00:30:00+00:00,20.11,TP2,True,WIN,4.37,1.88,232.13,1160.66
DOGE/USDT,15m,SHORT,11,0,4,2,5,0.1779,0.1802,0.1751,0.1733,1.293,48.1,False,TRENDING,2024-03-26 20:30:00+00:00,2024-03-26 21:00:00+00:00,0.1802,SL,False,LOSS,-2.66,-1.29,206.09,1030.46
BNB/USDT,15m,SHORT,10,0,4,1,5,578.1,581.3,574.26,571.7,0.554,47.1,False,TRENDING,2024-03-26 20:30:00+00:00,2024-03-26 23:00:00+00:00,581.3,SL,False,LOSS,-1.21,-0.55,218.24,1091.21
BTC/USDT,1d,LONG,11,0,2,1,8,69492.7,60766.1,79964.62,86945.9,12.558,59.1,False,TRENDING,2024-03-27 00:00:00+00:00,2024-03-31 00:00:00+00:00,71330.1,TIMEOUT,False,WIN,5.74,2.64,217.03,1085.16
BNB/USDT,4h,LONG,12,0,0,4,8,582.1,545.4,626.14,655.5,6.305,54.3,False,RANGING,2024-03-27 00:00:00+00:00,2024-03-29 08:00:00+00:00,616.8,TIMEOUT,False,WIN,12.6,5.96,211.32,1056.6
LINK/USDT,1d,LONG,12,0,2,2,8,19.3,16.26,22.94,25.37,15.745,55.3,False,RANGING,2024-03-27 00:00:00+00:00,2024-03-31 00:00:00+00:00,19.181,TIMEOUT,False,LOSS,-1.36,-0.62,219.92,1099.59
XRP/USDT,1d,LONG,12,0,2,2,8,0.6119,0.5634,0.6701,0.7089,7.923,52.2,False,RANGING,2024-03-27 00:00:00+00:00,2024-03-31 00:00:00+00:00,0.6296,TIMEOUT,False,WIN,6.5,2.89,224.66,1123.29
DOGE/USDT,15m,LONG,13,8,0,2,5,0.183,0.1757,0.1917,0.1975,3.963,66.2,False,RANGING,2024-03-27 00:30:00+00:00,2024-03-28 00:15:00+00:00,0.1975,TP2,True,WIN,13.03,6.34,205.56,1027.8
XRP/USDT,15m,LONG,11,0,0,3,8,0.6334,0.6289,0.6388,0.6424,0.71,48.9,False,TRENDING,2024-03-27 00:30:00+00:00,2024-03-27 04:45:00+00:00,0.6289,SL,False,LOSS,-1.62,-0.71,228.06,1140.29
BTC/USDT,2h,SHORT,10,0,2,3,5,70398.0,71606.5,68947.8,67981.0,1.717,61.3,False,TRENDING,2024-03-27 02:00:00+00:00,2024-03-27 12:00:00+00:00,71606.5,SL,False,LOSS,-3.45,-1.72,200.9,1004.49
BTC/USDT,30m,LONG,13,0,5,3,5,70502.8,69400.0,71826.16,72708.4,1.564,56.5,False,RANGING,2024-03-27 03:00:00+00:00,2024-03-27 14:00:00+00:00,70502.8,SL_BE,True,WIN,1.97,0.94,209.97,1049.85
AVAX/USDT,30m,SHORT,11,0,2,1,8,56.15,56.75,55.43,54.95,1.067,48.3,False,TRENDING,2024-03-27 03:30:00+00:00,2024-03-27 07:30:00+00:00,54.95,TP2,True,WIN,3.94,1.71,230.5,1152.5
XRP/USDT,4h,LONG,12,0,2,2,8,0.6205,0.6074,0.6362,0.6466,2.104,50.3,False,RANGING,2024-03-27 04:00:00+00:00,2024-03-27 12:00:00+00:00,0.6074,SL,False,LOSS,-4.13,-2.11,195.52,977.6
XRP/USDT,30m,SHORT,21,10,4,4,5,0.6232,0.635,0.609,0.5996,1.893,38.2,False,TRENDING,2024-03-27 07:00:00+00:00,2024-03-28 06:30:00+00:00,0.6232,SL_BE,True,WIN,2.29,1.14,200.64,1003.18
LINK/USDT,30m,SHORT,11,0,4,2,5,19.58,20.2,18.85,18.36,3.12,37.3,True,TRENDING,2024-03-27 07:30:00+00:00,2024-03-29 08:30:00+00:00,18.888,TIMEOUT,True,WIN,8.46,3.63,233.01,1165.03
AVAX/USDT,30m,SHORT,21,10,4,4,5,54.97,56.75,52.83,51.41,3.242,32.9,True,TRENDING,2024-03-27 07:30:00+00:00,2024-03-29 08:30:00+00:00,53.686,TIMEOUT,False,WIN,5.4,2.34,231.29,1156.44
ETH/USDT,1h,SHORT,12,0,0,4,8,3551.73,3658.75,3423.31,3337.69,3.013,43.5,True,RANGING,2024-03-27 08:00:00+00:00,2024-03-27 13:00:00+00:00,3658.75,SL,False,LOSS,-6.7,-3.01,222.35,1111.75
ADA/USDT,4h,SHORT,13,0,2,3,8,0.6575,0.685,0.6245,0.6025,4.183,48.8,False,RANGING,2024-03-27 08:00:00+00:00,2024-03-29 16:00:00+00:00,0.6483,TIMEOUT,False,WIN,2.99,1.4,213.6,1067.98
AVAX/USDT,4h,SHORT,12,0,2,2,8,55.01,59.3,49.86,46.43,7.797,44.4,False,RANGING,2024-03-27 08:00:00+00:00,2024-03-29 16:00:00+00:00,53.106,TIMEOUT,False,WIN,6.78,3.46,195.99,979.95
SOL/USDT,15m,LONG,10,0,0,2,8,187.39,186.12,188.91,189.93,0.678,37.2,True,TRENDING,2024-03-27 08:15:00+00:00,2024-03-27 08:45:00+00:00,186.12,SL,False,LOSS,-1.73,-0.68,254.99,1274.94
BNB/USDT,15m,SHORT,17,10,2,2,5,574.4,584.3,562.52,554.6,1.724,40.5,True,TRENDING,2024-03-27 08:30:00+00:00,2024-03-27 13:15:00+00:00,584.3,SL,False,LOSS,-3.76,-1.72,218.0,1090.0
XRP/USDT,15m,SHORT,16,9,2,2,5,0.6195,0.6334,0.6028,0.5917,2.244,30.1,True,TRENDING,2024-03-27 08:30:00+00:00,2024-03-28 16:45:00+00:00,0.6334,SL,False,LOSS,-5.11,-2.24,227.73,1138.67
ADA/USDT,15m,SHORT,18,9,2,4,5,0.6471,0.6666,0.6237,0.6081,3.013,29.7,True,TRENDING,2024-03-27 08:30:00+00:00,2024-03-29 09:00:00+00:00,0.6414,TIMEOUT,False,WIN,2.01,0.88,228.46,1142.32
AVAX/USDT,15m,SHORT,16,9,2,2,5,54.44,56.38,52.1,50.55,3.569,27.0,True,TRENDING,2024-03-27 08:45:00+00:00,2024-03-29 09:15:00+00:00,53.613,TIMEOUT,False,WIN,3.22,1.52,211.72,1058.61
ADA/USDT,2h,SHORT,13,0,3,2,8,0.6575,0.685,0.6245,0.6025,4.183,43.7,True,RANGING,2024-03-27 10:00:00+00:00,2024-03-29 14:00:00+00:00,0.6497,TIMEOUT,False,WIN,2.87,1.19,242.06,1210.32
ETH/USDT,2h,SHORT,12,0,3,1,8,3586.58,3680.62,3473.73,3398.5,2.622,52.0,True,RANGING,2024-03-27 10:00:00+00:00,2024-03-28 08:00:00+00:00,3586.58,SL_BE,True,WIN,3.48,1.57,221.47,1107.33
AVAX/USDT,1h,SHORT,11,0,2,4,5,54.38,57.14,51.07,48.86,5.075,38.0,False,TRENDING,2024-03-27 12:00:00+00:00,2024-03-29 14:00:00+00:00,53.815,TIMEOUT,False,WIN,2.89,1.04,277.81,1389.07
BNB/USDT,1h,LONG,11,0,2,1,8,577.5,571.7,584.46,589.1,1.004,46.2,False,TRENDING,2024-03-27 12:00:00+00:00,2024-03-27 14:00:00+00:00,571.7,SL,False,LOSS,-1.96,-1.0,195.48,977.38
LINK/USDT,4h,SHORT,11,0,3,0,8,19.15,20.76,17.22,15.94,8.386,58.4,True,TRENDING,2024-03-27 12:00:00+00:00,2024-03-29 20:00:00+00:00,18.976,TIMEOUT,False,WIN,1.99,0.91,219.39,1096.93
SOL/USDT,15m,SHORT,11,0,0,3,8,187.25,189.76,184.24,182.23,1.34,50.0,False,TRENDING,2024-03-27 12:15:00+00:00,2024-03-27 13:00:00+00:00,189.76,SL,False,LOSS,-3.41,-1.34,254.64,1273.21
ETH/USDT,15m,SHORT,13,0,1,4,8,3582.43,3609.97,3549.38,3527.35,0.769,50.9,False,RANGING,2024-03-27 12:15:00+00:00,2024-03-27 13:00:00+00:00,3609.97,SL,False,LOSS,-1.65,-0.77,214.33,1071.64
BTC/USDT,2h,SHORT,11,0,0,3,8,68887.9,71842.0,65342.98,62979.7,4.288,54.6,False,TRENDING,2024-03-27 14:00:00+00:00,2024-03-29 18:00:00+00:00,69682.3,TIMEOUT,False,LOSS,-2.31,-1.15,200.21,1001.04
BTC/USDT,30m,LONG,13,0,3,2,8,69234.0,68567.4,70033.92,70567.2,0.963,48.8,True,RANGING,2024-03-27 15:00:00+00:00,2024-03-27 16:00:00+00:00,68567.4,SL,False,LOSS,-2.03,-0.96,210.36,1051.82
BNB/USDT,30m,SHORT,12,0,2,2,8,571.0,585.2,553.96,542.6,2.487,46.3,True,TRENDING,2024-03-27 15:00:00+00:00,2024-03-28 00:30:00+00:00,585.2,SL,False,LOSS,-4.89,-2.49,196.74,983.68
ADA/USDT,30m,SHORT,22,9,3,4,8,0.6338,0.6664,0.5947,0.5686,5.144,37.3,True,TRENDING,2024-03-27 15:30:00+00:00,2024-03-29 14:00:00+00:00,0.6664,SL,False,LOSS,-10.99,-5.14,213.69,1068.45
SOL/USDT,1h,SHORT,14,0,2,4,8,183.04,192.76,171.38,163.6,5.31,31.8,True,RANGING,2024-03-27 16:00:00+00:00,2024-03-29 18:00:00+00:00,186.3,TIMEOUT,False,LOSS,-5.14,-1.78,288.36,1441.81
ETH/USDT,1h,SHORT,12,0,2,2,8,3525.39,3671.5,3350.06,3233.17,4.145,35.0,True,RANGING,2024-03-27 16:00:00+00:00,2024-03-29 18:00:00+00:00,3493.01,TIMEOUT,False,WIN,2.03,0.92,221.01,1105.05
XRP/USDT,4h,SHORT,14,0,2,4,8,0.6147,0.663,0.5567,0.5181,7.857,38.9,False,RANGING,2024-03-27 16:00:00+00:00,2024-03-30 00:00:00+00:00,0.6256,TIMEOUT,False,LOSS,-3.45,-1.77,194.69,973.47
BNB/USDT,1h,SHORT,15,0,4,3,8,571.9,585.9,555.1,543.9,2.448,35.6,True,TRENDING,2024-03-27 16:00:00+00:00,2024-03-28 00:00:00+00:00,585.9,SL,False,LOSS,-4.78,-2.45,195.08,975.42
LINK/USDT,15m,LONG,12,0,3,4,5,19.26,19.03,19.53,19.71,1.184,39.1,False,TRENDING,2024-03-27 16:30:00+00:00,2024-03-27 18:45:00+00:00,19.03,SL,False,LOSS,-2.74,-1.19,229.85,1149.27
BTC/USDT,30m,LONG,13,0,3,2,8,68784.2,68175.57,69514.56,70001.46,0.885,36.1,False,RANGING,2024-03-27 19:00:00+00:00,2024-03-28 00:00:00+00:00,70001.46,TP2,True,WIN,2.97,1.42,209.96,1049.79
ETH/USDT,30m,LONG,11,0,1,2,8,3494.29,3459.82,3535.65,3563.23,0.986,31.9,False,TRENDING,2024-03-27 19:00:00+00:00,2024-03-28 06:30:00+00:00,3563.23,TP2,True,WIN,3.46,1.58,218.98,1094.89
SOL/USDT,30m,LONG,11,0,1,2,8,182.84,180.12,186.1,188.28,1.488,36.2,False,TRENDING,2024-03-27 19:00:00+00:00,2024-03-28 02:30:00+00:00,182.84,SL_BE,True,WIN,1.98,0.89,221.88,1109.41
DOGE/USDT,30m,LONG,12,2,3,2,5,0.1837,0.1786,0.1899,0.194,2.798,42.3,False,RANGING,2024-03-27 19:00:00+00:00,2024-03-28 00:00:00+00:00,0.194,TP2,True,WIN,11.38,4.49,253.49,1267.46
LINK/USDT,1h,SHORT,13,0,3,2,8,19.39,20.2,18.42,17.78,4.152,41.3,False,TRENDING,2024-03-27 20:00:00+00:00,2024-03-29 22:00:00+00:00,19.028,TIMEOUT,False,WIN,4.25,1.87,227.64,1138.2
DOGE/USDT,4h,LONG,20,10,2,2,8,0.1905,0.1691,0.2161,0.2332,11.218,58.0,False,TRENDING,2024-03-27 20:00:00+00:00,2024-03-30 04:00:00+00:00,0.20629,TIMEOUT,True,WIN,21.52,10.86,198.08,990.4
SOL/USDT,15m,SHORT,11,0,2,1,8,184.31,185.75,182.58,181.43,0.782,52.7,False,TRENDING,2024-03-27 20:15:00+00:00,2024-03-27 22:30:00+00:00,185.75,SL,False,LOSS,-1.98,-0.78,253.96,1269.8
BTC/USDT,15m,LONG,13,0,3,2,8,69034.2,68389.0,69808.44,70324.6,0.935,47.2,False,TRENDING,2024-03-27 20:15:00+00:00,2024-03-28 02:30:00+00:00,69034.2,SL_BE,True,WIN,1.26,0.56,224.37,1121.83
LINK/USDT,15m,SHORT,11,0,2,1,8,19.35,19.5,19.17,19.05,0.772,52.2,False,TRENDING,2024-03-27 20:30:00+00:00,2024-03-27 21:00:00+00:00,19.5,SL,False,LOSS,-1.78,-0.78,229.31,1146.53
BNB/USDT,15m,SHORT,23,11,5,1,8,571.0,574.8,566.44,563.4,0.665,49.7,False,TRENDING,2024-03-27 20:30:00+00:00,2024-03-27 22:45:00+00:00,574.8,SL,False,LOSS,-1.45,-0.67,217.25,1086.24
AVAX/USDT,2h,SHORT,17,9,3,2,5,54.12,59.3,47.89,43.75,9.581,37.2,False,TRENDING,2024-03-27 22:00:00+00:00,2024-03-30 02:00:00+00:00,53.328,TIMEOUT,False,WIN,3.72,1.46,254.33,1271.65
LINK/USDT,2h,SHORT,10,0,3,2,5,19.3,20.76,17.54,16.37,7.577,46.9,False,TRENDING,2024-03-27 22:00:00+00:00,2024-03-30 02:00:00+00:00,18.827,TIMEOUT,False,WIN,5.19,2.45,211.68,1058.39
ETH/USDT,4h,LONG,12,5,0,0,8,3497.51,3333.5,3694.32,3825.53,4.689,48.4,False,RANGING,2024-03-28 00:00:00+00:00,2024-03-30 08:00:00+00:00,3561.52,TIMEOUT,False,WIN,4.0,1.83,218.76,1093.81
BNB/USDT,1h,LONG,11,2,3,1,5,588.4,563.0,618.88,639.2,4.317,47.7,False,TRENDING,2024-03-28 00:00:00+00:00,2024-03-30 02:00:00+00:00,606.3,TIMEOUT,True,WIN,7.98,4.11,194.13,970.64
ETH/USDT,1d,LONG,15,7,1,0,8,3562.28,3051.58,4175.12,4583.68,14.336,50.6,False,TRENDING,2024-03-28 00:00:00+00:00,2024-04-01 00:00:00+00:00,3504.83,TIMEOUT,False,LOSS,-3.32,-1.61,205.98,1029.88
DOGE/USDT,2h,LONG,22,9,3,4,8,0.1948,0.1743,0.2194,0.2358,10.535,69.5,False,TRENDING,2024-03-28 02:00:00+00:00,2024-03-30 06:00:00+00:00,0.20629,TIMEOUT,True,WIN,17.74,9.26,191.53,957.64
SOL/USDT,2h,SHORT,14,0,2,4,8,182.24,196.29,165.38,154.14,7.71,44.9,False,RANGING,2024-03-28 02:00:00+00:00,2024-03-30 04:00:00+00:00,196.29,SL,False,LOSS,-19.89,-7.71,257.95,1289.75
DOGE/USDT,30m,LONG,14,8,2,1,5,0.1948,0.1814,0.211,0.2217,6.904,57.7,False,RANGING,2024-03-28 03:00:00+00:00,2024-03-28 12:00:00+00:00,0.2217,TP2,True,WIN,28.29,11.06,255.77,1278.84
BTC/USDT,1h,LONG,13,4,2,3,5,69738.1,68389.0,71357.02,72436.3,1.935,47.0,False,RANGING,2024-03-28 04:00:00+00:00,2024-03-29 09:00:00+00:00,69738.1,SL_BE,True,WIN,2.61,1.16,224.93,1124.64
DOGE/USDT,1h,LONG,14,8,2,1,5,0.1973,0.1786,0.2199,0.2349,9.516,58.7,False,RANGING,2024-03-28 04:00:00+00:00,2024-03-30 06:00:00+00:00,0.21013,TIMEOUT,True,WIN,21.74,8.98,242.12,1210.58
ETH/USDT,15m,LONG,13,0,1,4,8,3512.26,3463.96,3570.22,3608.86,1.375,52.1,False,RANGING,2024-03-28 04:15:00+00:00,2024-03-28 14:45:00+00:00,3608.86,TP2,True,WIN,4.71,2.2,214.0,1069.99
LINK/USDT,15m,LONG,14,0,2,4,8,19.33,19.05,19.66,19.89,1.438,52.7,False,RANGING,2024-03-28 04:30:00+00:00,2024-03-28 12:45:00+00:00,19.33,SL_BE,True,WIN,1.95,0.85,228.95,1144.75
DOGE/USDT,15m,LONG,15,9,0,0,8,0.1979,0.187,0.2111,0.2198,5.533,58.5,False,TRENDING,2024-03-28 04:30:00+00:00,2024-03-28 10:45:00+00:00,0.2198,TP2,True,WIN,18.46,8.87,208.17,1040.83
BNB/USDT,15m,LONG,19,9,0,4,8,587.5,573.1,604.78,616.3,2.451,62.6,False,TRENDING,2024-03-28 04:30:00+00:00,2024-03-29 11:15:00+00:00,616.3,TP2,True,WIN,8.51,3.92,216.96,1084.79
SOL/USDT,30m,LONG,13,0,3,2,8,186.78,181.0,193.72,198.34,3.095,58.8,False,RANGING,2024-03-28 07:00:00+00:00,2024-03-30 04:30:00+00:00,198.34,TP2,True,WIN,11.01,4.95,222.28,1111.39
BTC/USDT,15m,LONG,17,9,3,2,5,70499.8,69065.2,72221.32,73369.0,2.035,65.4,True,TRENDING,2024-03-28 08:15:00+00:00,2024-03-29 15:30:00+00:00,69065.2,SL,False,LOSS,-4.57,-2.03,224.62,1123.09
SOL/USDT,15m,LONG,13,0,3,2,8,187.02,181.0,194.24,199.06,3.219,65.5,True,RANGING,2024-03-28 08:15:00+00:00,2024-03-30 05:00:00+00:00,199.06,TP2,True,WIN,13.06,5.15,253.56,1267.82
ETH/USDT,30m,LONG,17,9,1,4,5,3587.68,3463.96,3736.14,3835.12,3.448,66.8,False,TRENDING,2024-03-28 11:00:00+00:00,2024-03-30 12:00:00+00:00,3551.85,TIMEOUT,False,LOSS,-2.19,-1.0,219.67,1098.35
BTC/USDT,30m,LONG,18,9,2,4,5,70785.4,68927.2,73015.24,74501.8,2.625,66.7,False,TRENDING,2024-03-28 11:00:00+00:00,2024-03-30 12:00:00+00:00,70144.9,TIMEOUT,False,LOSS,-1.91,-0.9,210.55,1052.76
XRP/USDT,30m,LONG,12,0,3,4,5,0.6225,0.6029,0.646,0.6617,3.149,60.7,False,TRENDING,2024-03-28 11:00:00+00:00,2024-03-29 15:30:00+00:00,0.6225,SL_BE,True,WIN,3.8,1.89,201.09,1005.47
DOGE/USDT,15m,LONG,16,9,2,2,5,0.2207,0.1983,0.2476,0.2655,10.145,74.4,False,TRENDING,2024-03-28 12:30:00+00:00,2024-03-30 13:00:00+00:00,0.20936,TIMEOUT,False,LOSS,-10.89,-5.14,211.86,1059.29
BNB/USDT,2h,LONG,14,9,2,0,5,581.9,563.0,604.58,619.7,3.248,50.8,False,RANGING,2024-03-28 18:00:00+00:00,2024-03-29 10:00:00+00:00,619.7,TP2,True,WIN,9.95,5.2,191.53,957.67
ETH/USDT,2h,LONG,12,0,2,2,8,3565.0,3461.0,3689.8,3773.0,2.917,50.6,False,RANGING,2024-03-28 18:00:00+00:00,2024-03-30 22:00:00+00:00,3507.14,TIMEOUT,False,LOSS,-3.61,-1.62,222.16,1110.81
DOGE/USDT,30m,LONG,14,9,0,2,5,0.2227,0.1995,0.2506,0.2691,10.417,62.4,False,TRENDING,2024-03-28 19:00:00+00:00,2024-03-30 16:30:00+00:00,0.1995,SL,False,LOSS,-27.23,-10.42,261.43,1307.13
BNB/USDT,30m,LONG,14,5,1,1,8,582.2,578.97,586.08,588.67,0.555,44.0,False,RANGING,2024-03-28 19:00:00+00:00,2024-03-29 01:00:00+00:00,588.67,TP2,True,WIN,1.74,0.89,195.76,978.79
XRP/USDT,1h,LONG,10,0,0,2,8,0.6284,0.6029,0.659,0.6794,4.058,56.1,False,TRENDING,2024-03-28 20:00:00+00:00,2024-03-30 22:00:00+00:00,0.6202,TIMEOUT,False,LOSS,-2.54,-1.3,194.47,972.35
ADA/USDT,1h,SHORT,14,0,4,2,8,0.6507,0.6583,0.6416,0.6355,1.168,50.1,False,RANGING,2024-03-28 20:00:00+00:00,2024-03-29 10:00:00+00:00,0.6507,SL_BE,True,WIN,1.68,0.7,239.6,1198.02
ADA/USDT,1d,LONG,13,0,3,2,8,0.6648,0.5568,0.7944,0.8808,16.245,48.3,False,RANGING,2024-03-29 00:00:00+00:00,2024-04-02 00:00:00+00:00,0.5806,TIMEOUT,False,LOSS,-25.99,-12.67,205.21,1026.05
BTC/USDT,4h,LONG,18,10,1,1,8,70471.1,66785.1,74894.3,77843.1,5.231,60.4,False,TRENDING,2024-03-29 00:00:00+00:00,2024-03-31 08:00:00+00:00,70425.0,TIMEOUT,False,LOSS,-0.12,-0.07,186.43,932.14
DOGE/USDT,1d,LONG,14,0,4,2,8,0.2131,0.12,0.3249,0.3994,43.696,72.0,False,VOLATILE,2024-03-29 00:00:00+00:00,2024-04-02 00:00:00+00:00,0.18255,TIMEOUT,False,LOSS,-27.05,-14.34,188.71,943.57
XRP/USDT,15m,SHORT,13,0,4,1,8,0.6229,0.6302,0.6141,0.6083,1.172,40.9,False,RANGING,2024-03-29 00:30:00+00:00,2024-03-29 10:45:00+00:00,0.6229,SL_BE,True,WIN,1.6,0.71,226.71,1133.56
LINK/USDT,15m,LONG,10,0,1,4,5,19.07,18.9,19.26,19.4,0.865,50.6,False,TRENDING,2024-03-29 04:30:00+00:00,2024-03-29 07:30:00+00:00,18.9,SL,False,LOSS,-2.04,-0.89,229.34,1146.7
BNB/USDT,30m,LONG,16,9,2,2,5,609.9,579.8,646.02,670.1,4.935,72.0,False,TRENDING,2024-03-29 07:00:00+00:00,2024-03-31 08:00:00+00:00,605.9,TIMEOUT,False,LOSS,-1.29,-0.66,196.11,980.53
SOL/USDT,4h,LONG,13,7,2,0,5,185.96,180.12,192.97,197.64,3.14,47.0,False,RANGING,2024-03-29 08:00:00+00:00,2024-03-30 04:00:00+00:00,197.64,TP2,True,WIN,13.35,5.03,265.65,1328.26
LINK/USDT,15m,LONG,12,0,0,4,8,18.89,18.71,19.11,19.26,0.979,36.4,True,TRENDING,2024-03-29 08:30:00+00:00,2024-03-29 15:00:00+00:00,19.26,TP2,True,WIN,3.58,1.56,228.93,1144.66
BNB/USDT,2h,LONG,21,8,3,4,8,616.8,565.9,677.88,718.6,8.252,72.7,True,TRENDING,2024-03-29 10:00:00+00:00,2024-03-31 14:00:00+00:00,602.2,TIMEOUT,False,LOSS,-4.58,-2.37,193.52,967.62
BTC/USDT,1h,LONG,13,5,0,1,8,70165.0,69602.5,70840.0,71290.0,0.802,46.8,False,RANGING,2024-03-29 12:00:00+00:00,2024-03-29 15:00:00+00:00,69602.5,SL,False,LOSS,-1.81,-0.8,225.45,1127.25
BNB/USDT,15m,SHORT,17,0,3,6,8,619.8,623.13,615.8,613.14,0.537,62.6,False,TRENDING,2024-03-29 12:30:00+00:00,2024-03-29 14:00:00+00:00,619.8,SL_BE,True,WIN,0.71,0.32,218.66,1093.3
ADA/USDT,15m,LONG,16,9,2,2,5,0.6588,0.6348,0.6876,0.7068,3.643,71.8,False,TRENDING,2024-03-29 12:30:00+00:00,2024-03-31 13:00:00+00:00,0.6479,TIMEOUT,False,LOSS,-3.79,-1.65,228.87,1144.33
XRP/USDT,15m,SHORT,10,0,0,2,8,0.6307,0.6351,0.6254,0.6219,0.698,75.4,False,TRENDING,2024-03-29 12:30:00+00:00,2024-03-29 14:15:00+00:00,0.6351,SL,False,LOSS,-1.58,-0.7,227.03,1135.16
AVAX/USDT,15m,SHORT,15,10,1,1,5,53.55,54.07,52.92,52.5,0.973,50.2,False,TRENDING,2024-03-29 12:45:00+00:00,2024-03-29 14:00:00+00:00,54.07,SL,False,LOSS,-2.06,-0.97,212.37,1061.83
XRP/USDT,2h,SHORT,12,0,2,2,8,0.6249,0.6378,0.6094,0.5991,2.064,55.7,False,RANGING,2024-03-29 14:00:00+00:00,2024-03-31 18:00:00+00:00,0.6291,TIMEOUT,False,LOSS,-1.43,-0.67,212.87,1064.35
ADA/USDT,2h,LONG,14,0,3,3,8,0.6497,0.6348,0.6676,0.6795,2.293,59.3,False,RANGING,2024-03-29 14:00:00+00:00,2024-03-30 08:00:00+00:00,0.6497,SL_BE,True,WIN,3.34,1.38,242.64,1213.19
AVAX/USDT,30m,SHORT,16,8,0,2,8,53.06,54.28,51.61,50.63,2.288,43.0,True,TRENDING,2024-03-29 15:30:00+00:00,2024-03-30 04:30:00+00:00,54.28,SL,False,LOSS,-5.34,-2.3,232.37,1161.84
AVAX/USDT,1h,SHORT,19,9,3,4,5,52.99,55.01,50.55,48.93,3.824,37.2,True,TRENDING,2024-03-29 16:00:00+00:00,2024-03-31 18:00:00+00:00,53.776,TIMEOUT,False,LOSS,-4.13,-1.48,278.39,1391.96
AVAX/USDT,4h,LONG,12,0,2,2,8,53.11,51.73,54.76,55.86,2.594,39.7,False,RANGING,2024-03-29 16:00:00+00:00,2024-04-01 00:00:00+00:00,53.843,TIMEOUT,False,WIN,2.72,1.38,197.35,986.73
BTC/USDT,1h,LONG,12,0,1,3,8,69212.0,68698.18,69828.59,70239.64,0.742,34.7,True,RANGING,2024-03-29 16:00:00+00:00,2024-03-30 05:00:00+00:00,70239.64,TP2,True,WIN,2.67,1.19,225.09,1125.44
BTC/USDT,15m,LONG,12,0,0,4,8,69406.8,69016.5,69875.16,70187.4,0.562,35.1,False,TRENDING,2024-03-29 16:15:00+00:00,2024-03-30 01:30:00+00:00,70187.4,TP2,True,WIN,2.01,0.9,223.7,1118.52
XRP/USDT,15m,LONG,17,8,2,1,8,0.63,0.6204,0.6415,0.6492,1.524,49.8,False,TRENDING,2024-03-29 16:30:00+00:00,2024-03-29 21:30:00+00:00,0.6204,SL,False,LOSS,-3.45,-1.52,226.72,1133.58
BNB/USDT,15m,LONG,13,6,0,0,8,612.7,601.9,625.66,634.3,1.763,46.3,False,TRENDING,2024-03-29 16:30:00+00:00,2024-03-30 07:00:00+00:00,601.9,SL,False,LOSS,-3.86,-1.76,218.8,1094.01
LINK/USDT,15m,SHORT,13,0,2,3,8,18.81,19.3,18.23,17.84,2.584,41.8,False,RANGING,2024-03-29 16:30:00+00:00,2024-03-30 14:00:00+00:00,19.3,SL,False,LOSS,-5.98,-2.6,229.65,1148.24
AVAX/USDT,15m,SHORT,16,9,2,2,5,52.99,54.15,51.59,50.65,2.202,43.5,False,TRENDING,2024-03-29 16:45:00+00:00,2024-03-30 04:45:00+00:00,54.15,SL,False,LOSS,-4.64,-2.19,211.95,1059.77
BTC/USDT,2h,LONG,14,5,2,0,8,69682.3,68927.2,70588.42,71192.5,1.084,43.2,False,RANGING,2024-03-29 18:00:00+00:00,2024-03-31 18:00:00+00:00,71192.5,TP2,True,WIN,3.46,1.73,199.75,998.73
XRP/USDT,30m,LONG,13,0,3,2,8,0.6251,0.612,0.6408,0.6513,2.096,49.2,False,RANGING,2024-03-29 19:00:00+00:00,2024-03-31 20:00:00+00:00,0.6283,TIMEOUT,False,WIN,1.03,0.51,201.85,1009.27
LINK/USDT,30m,SHORT,14,0,2,4,8,18.95,19.3,18.53,18.26,1.831,42.1,False,TRENDING,2024-03-29 19:30:00+00:00,2024-03-30 14:00:00+00:00,19.3,SL,False,LOSS,-4.33,-1.85,234.7,1173.49
